============================== SRIM-2008.04 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  H (01)   Ion Mass= 001.0080
Energy  = 4730630.E-03 keV
0002551   1.7353E+06 -2.5250E+04  1.2369E+04
0002552   1.7142E+06  1.4559E+04  3.6401E+03
0002553   1.7074E+06 -3.1304E+04 -6.2874E+04
0002554   1.7199E+06 -7.1589E+04  4.3460E+04
0002555   1.7520E+06 -3.3474E+04 -5.3320E+04
0002556   1.7553E+06 -4.7702E+04 -4.7011E+04
0002557   1.7120E+06 -3.8664E+04 -5.5835E+04
0002558   1.6931E+06 -9.5887E+04 -1.4491E+04
0002559   1.7545E+06  3.9058E+04  2.3731E+04
0002560   1.7046E+06 -5.0533E+04 -3.7363E+04
0002561   1.7266E+06  8.8920E+04 -6.8609E+04
0002562   1.7486E+06 -2.1992E+04 -6.2373E+04
0002563   1.7200E+06  8.5595E+04  1.5079E+04
0002564   1.7773E+06 -2.0769E+04 -3.6868E+04
0002565   1.6954E+06  2.0320E+04 -7.0990E+04
0002566   1.7371E+06 -3.8222E+04 -4.0181E+04
0002567   1.6833E+06 -3.1244E+04  4.2808E+04
0002568   1.7535E+06 -1.6091E+04  2.1791E+03
0002569   1.7636E+06 -1.3367E+04 -7.7355E+04
0002570   1.7216E+06  5.9435E+04 -9.2636E+03
0002571   1.7446E+06 -4.3322E+04 -7.2210E+04
0002572   1.7851E+06 -1.1046E+04  3.6195E+04
0002573   1.7213E+06  4.7985E+04 -6.5175E+04
0002574   1.7376E+06  4.9447E+04  3.5004E+04
0002575   1.7049E+06 -3.9989E+04  1.5649E+04
0002576   1.7367E+06 -8.5130E+04  1.1936E+04
0002577   1.7362E+06 -2.1556E+04 -1.0988E+04
0002578   1.7706E+06  8.2119E+03  4.2616E+04
0002579   1.7288E+06 -5.9054E+03  5.8527E+04
0002580   1.7470E+06  2.0502E+04  2.8764E+04
0002581   1.7517E+06  1.7809E+04 -6.8100E+04
0002582   1.7169E+06  4.4647E+04  1.0718E+05
0002583   1.7257E+06  3.1961E+03 -4.9086E+04
0002584   1.6173E+06 -5.4395E+04 -5.6688E+05
0002585   1.7169E+06  1.6090E+05  7.5478E+03
0002586   1.7285E+06 -1.7986E+04  5.0055E+04
0002587   1.7769E+06  1.7586E+03 -7.3460E+04
0002588   1.6693E+06 -2.5496E+04  5.9422E+03
0002589   1.7790E+06 -1.4585E+04 -6.5061E+04
0002590   1.7169E+06 -1.1302E+05  1.4108E+03
0002591   1.7710E+06  4.0961E+04 -1.4642E+05
0002592   1.7328E+06  1.9198E+03 -9.8859E+04
0002593   1.7866E+06 -2.7345E+04 -1.7737E+04
0002594   1.7349E+06 -2.8553E+04  2.7914E+04
0002595   1.7211E+06 -4.3757E+04 -8.2174E+04
0002596   1.7307E+06 -5.1028E+04 -6.5792E+04
0002597   1.6748E+06  1.5519E+04 -9.3464E+03
0002598   1.7230E+06  2.9236E+03 -6.3347E+04
0002599   1.7059E+06 -2.1646E+04  4.8825E+04
0002600   1.7013E+06  2.8806E+04 -3.4343E+03
0002601   1.7008E+06  1.5435E+04  6.2374E+04
0002602   1.7184E+06 -2.6284E+04  3.2392E+04
0002603   1.7337E+06  3.2128E+04 -1.5110E+03
0002604   1.7550E+06 -6.8928E+04  3.1804E+04
0002605   1.7404E+06 -1.6547E+04 -6.4267E+04
0002606   1.8189E+06  1.7980E+05  6.9868E+04
0002607   1.7274E+06 -2.6497E+03  5.8728E+04
0002608   1.7342E+06  6.8294E+04  2.9183E+04
0002609   1.7282E+06  2.6566E+04 -6.1483E+04
0002610   1.7416E+06  1.2302E+04  2.0215E+04
0002611   1.7079E+06  5.3838E+04 -3.6361E+04
0002612   1.7730E+06  2.5145E+04 -4.8176E+04
0002613   1.7538E+06  6.4225E+04 -2.1264E+04
0002614   1.7494E+06  3.9462E+04  3.8464E+04
0002615   1.7651E+06 -4.3611E+04 -3.4496E+04
0002616   1.7708E+06  3.3815E+04  4.9068E+04
0002617   1.6911E+06 -4.3373E+04 -1.4738E+04
0002618   1.7457E+06  3.5181E+04 -1.1994E+05
0002619   1.7467E+06  6.8426E+04 -4.5116E+03
0002620   1.7625E+06  1.8629E+04  2.9512E+04
0002621   1.7131E+06  2.3821E+04  5.2772E+04
0002622   1.7489E+06  3.0761E+04 -8.6119E+04
0002623   1.7790E+06 -1.8546E+04 -8.0461E+03
0002624   1.7106E+06  4.1251E+04  3.2358E+02
0002625   1.7884E+06  5.2208E+04  1.6385E+04
0002626   1.7356E+06  3.2107E+04 -1.0755E+05
0002627   1.7089E+06  1.5167E+03 -2.9986E+04
0002628   1.7275E+06 -4.5610E+04 -5.9395E+04
0002629   1.8079E+06  2.7114E+04 -4.2342E+04
0002630   1.7775E+06  5.7573E+03 -6.5978E+04
0002631   1.7553E+06 -2.1518E+04 -3.9668E+04
0002632   1.7539E+06 -9.1283E+04 -3.3878E+04
0002633   1.7798E+06 -4.1929E+04  1.6233E+04
0002634   1.7046E+06 -1.0257E+04 -2.2721E+04
0002635   1.7761E+06 -1.0629E+04 -7.5409E+03
0002636   1.7464E+06 -1.8128E+04  9.2054E+03
0002637   1.7241E+06  2.9146E+04  6.9436E+04
0002638   1.7354E+06 -9.9868E+04 -2.2622E+04
0002639   1.7460E+06 -1.9544E+04 -2.9609E+04
0002640   1.6875E+06 -1.9321E+04 -3.7092E+04
0002641   1.7178E+06  1.7155E+04 -2.7702E+04
0002642   1.7386E+06  5.0113E+03 -8.3377E+04
0002643   1.7074E+06  1.0632E+05 -3.9211E+04
0002644   1.7488E+06  1.3339E+05 -2.4932E+04
0002645   1.6935E+06  2.7668E+04  1.6960E+04
0002646   1.6984E+06 -3.6265E+04 -2.3972E+04
0002647   1.7362E+06  7.1118E+04 -1.6167E+04
0002648   1.7508E+06  7.2439E+04  3.6798E+04
0002649   1.7466E+06  1.1403E+05 -9.1704E+04
0002650   1.7231E+06  9.5997E+04  4.4792E+04
0002651   1.7213E+06  1.2092E+04 -1.0681E+04
0002652   1.7200E+06 -9.8136E+03 -1.1465E+04
0002653   1.7632E+06 -1.2718E+05  2.7708E+02
0002654   1.7291E+06 -1.0404E+05 -1.7260E+05
0002655   1.7277E+06 -1.3297E+04  1.0809E+05
0002656   1.7912E+06 -3.8522E+04 -4.9451E+04
0002657   1.7223E+06 -1.0325E+04  3.1718E+04
0002658   1.7162E+06 -1.1056E+04  1.4599E+02
0002659   1.7162E+06 -5.3778E+03 -3.8496E+04
0002660   1.7447E+06 -3.0984E+04 -6.7844E+04
0002661   1.7511E+06 -1.5584E+05 -7.7049E+03
0002662   1.7751E+06  2.3559E+04  1.0153E+05
0002663   1.7327E+06  8.9820E+04 -1.2481E+05
0002664   1.7848E+06  2.5338E+04 -9.3420E+03
0002665   1.7202E+06 -2.2318E+04  6.2448E+04
0002666   1.7592E+06 -8.3863E+04 -1.8581E+04
0002667   1.7643E+06 -5.3905E+04  2.4611E+04
0002668   1.7412E+06 -8.8201E+03 -1.2506E+04
0002669   1.7287E+06  2.4853E+04  2.6866E+04
0002670   1.7879E+06  3.6743E+04  1.1891E+05
0002671   1.7144E+06  2.3963E+04 -7.6866E+04
0002672   1.7543E+06 -8.1763E+04  1.1839E+04
0002673   1.7616E+06  3.0323E+04 -3.6231E+04
0002674   1.7232E+06 -5.4922E+04  3.3051E+04
0002675   1.7036E+06  1.8549E+04  2.6826E+04
0002676   1.6982E+06  6.3893E+04  4.2209E+04
0002677   1.7344E+06  9.9548E+04  4.8260E+04
0002678   1.7632E+06 -6.6720E+04 -1.9175E+04
0002679   1.7302E+06 -3.0074E+04  2.4357E+04
0002680   1.7696E+06  6.0652E+04 -2.8341E+03
0002681   1.7485E+06  5.5568E+04 -2.5201E+04
0002682   1.7135E+06 -1.6636E+04  3.2124E+04
0002683   1.7203E+06  2.5646E+04  6.1445E+03
0002684   1.7118E+06 -1.4766E+04 -6.7812E+04
0002685   1.7784E+06 -8.5154E+04  1.0401E+05
0002686   1.7490E+06 -8.5791E+04 -3.4283E+03
0002687   1.7590E+06  3.0085E+03 -6.4316E+04
0002688   1.7326E+06 -4.4937E+04  8.5527E+02
0002689   1.7670E+06 -3.6637E+04 -4.8772E+04
0002690   1.7159E+06  7.5779E+04  4.2477E+04
0002691   1.7764E+06  7.7449E+04 -6.5660E+04
0002692   1.6955E+06  3.6201E+04 -3.8940E+04
0002693   1.7430E+06  4.8218E+04 -6.9628E+04
0002694   1.7497E+06 -7.7447E+04  1.0467E+05
0002695   1.7244E+06  5.7860E+04 -8.6556E+04
0002696   1.7198E+06 -7.7979E+03 -9.5443E+04
0002697   1.7215E+06 -2.6386E+04  1.5389E+04
0002698   1.6411E+06 -9.5315E+04 -9.3230E+03
0002699   1.6493E+06  2.0360E+04 -1.4636E+05
0002700   1.7812E+06 -1.6007E+04 -6.5863E+04
0002701   1.7523E+06  4.1947E+04  2.9691E+04
0002702   1.7736E+06  6.6793E+03  2.3548E+04
0002703   1.7121E+06  5.7772E+04 -5.3909E+04
0002704   1.6896E+06 -2.9187E+04 -1.0857E+04
0002705   1.7113E+06 -3.7711E+04  6.9246E+04
0002706   1.7660E+06 -9.9599E+03 -8.2778E+04
0002707   1.7575E+06 -2.5997E+04  3.7959E+04
0002708   1.7189E+06 -1.6405E+04  2.2064E+04
0002709   1.7278E+06 -1.4202E+04 -6.5580E+03
0002710   1.7730E+06 -5.1709E+04  4.9547E+04
0002711   1.7788E+06  5.3269E+04 -2.8503E+03
0002712   1.7221E+06 -3.8496E+03  1.0776E+05
0002713   1.7195E+06 -2.5747E+04 -1.7218E+03
0002714   1.6564E+06  2.8794E+04  2.9824E+03
0002715   1.7727E+06  4.6172E+04 -5.0440E+04
0002716   1.7385E+06  2.4682E+03  3.3267E+04
0002717   1.7587E+06  2.4878E+04 -6.3152E+04
0002718   1.7226E+06 -6.6772E+04  3.1737E+02
0002719   1.7426E+06  3.3194E+04 -4.8823E+04
0002720   1.6707E+06  5.3802E+04  3.0596E+04
0002721   1.7380E+06 -6.9718E+04  1.2303E+05
0002722   1.7218E+06 -4.9034E+02  9.3484E+04
0002723   1.8137E+06  3.9583E+04  2.6792E+04
0002724   1.7698E+06 -4.0227E+03 -3.3662E+04
0002725   1.7023E+06 -3.7624E+04  8.4314E+03
0002726   1.7605E+06  2.4489E+04 -2.0195E+04
0002727   1.7946E+06 -2.5400E+04  4.1090E+04
0002728   1.7931E+06 -6.2364E+03  3.7001E+04
0002729   1.6697E+06 -7.6124E+04 -6.4592E+04
0002730   1.7581E+06  7.8361E+04  7.0887E+04
0002731   1.7573E+06 -4.7922E+04 -4.4874E+04
0002732   1.7284E+06 -7.4853E+04 -5.5890E+04
0002733   1.7556E+06 -1.4656E+05  2.9557E+04
0002734   1.7282E+06 -7.4130E+04  1.9363E+04
0002735   1.7425E+06  3.0402E+04 -9.2951E+03
0002736   1.7325E+06 -3.4577E+04  4.3149E+04
0002737   1.7223E+06  7.3642E+03  4.1357E+04
0002738   1.7792E+06  7.2522E+04 -2.9350E+04
0002739   1.7512E+06  4.3846E+04  9.9252E+04
0002740   1.7164E+06 -8.9620E+03  6.0413E+04
0002741   1.7547E+06 -5.0981E+04  1.0139E+05
0002742   1.6941E+06 -1.3648E+04  1.3753E+05
0002743   1.7566E+06  4.0775E+04  3.9884E+04
0002744   1.7227E+06 -2.3034E+04  7.8399E+04
0002745   1.7666E+06 -7.8168E+04 -2.3364E+02
0002746   1.7124E+06  3.9856E+04 -2.5982E+04
0002747   1.7418E+06 -6.1722E+03 -7.9373E+04
0002748   1.7636E+06  1.7086E+04 -9.3274E+04
0002749   1.7429E+06  7.7621E+04  3.0411E+04
0002750   1.7687E+06 -1.4922E+05  3.6002E+02
0002751   1.7443E+06 -4.6010E+04  2.6070E+02
0002752   1.7554E+06 -1.0273E+05 -8.5882E+04
0002753   1.7664E+06  2.3783E+03  2.6182E+04
0002754   1.7291E+06 -1.0074E+05  6.1732E+04
0002755   1.7310E+06  3.8872E+04 -3.6318E+03
0002756   1.7885E+06  1.2197E+04 -2.7145E+04
0002757   1.7322E+06 -8.7535E+04  3.2216E+04
0002758   1.7135E+06  3.4008E+04  3.7359E+03
0002759   1.7336E+06  6.6932E+03  3.0467E+02
0002760   1.7665E+06  4.5426E+04  4.1661E+04
0002761   1.7277E+06  1.0398E+04 -4.2780E+04
0002762   1.7184E+06 -1.6452E+05  6.0528E+03
0002763   1.7358E+06  3.5029E+04  1.3087E+05
0002764   1.7607E+06  6.6921E+03 -1.8820E+04
0002765   1.7517E+06  8.9348E+03 -1.7636E+04
0002766   1.7320E+06 -2.4983E+04  3.6446E+04
0002767   1.7459E+06 -2.4661E+04 -4.5293E+04
0002768   1.7173E+06 -8.0311E+04 -2.4312E+04
0002769   1.7558E+06  6.2597E+04 -3.7146E+04
0002770   1.7622E+06  1.7409E+04  6.7215E+04
0002771   1.8028E+06  1.8802E+04  3.8714E+04
0002772   1.7487E+06 -7.2627E+03  2.2978E+04
0002773   1.7072E+06  2.1039E+04  1.0309E+05
0002774   1.7752E+06  1.3109E+05  5.5507E+04
0002775   1.7341E+06  6.6235E+04  5.3314E+04
0002776   1.7616E+06  4.1038E+04 -1.3403E+04
0002777   1.6948E+06  1.2981E+04  5.5649E+04
0002778   1.7547E+06  3.2707E+04  1.0727E+04
0002779   1.7752E+06  1.6324E+04 -2.6052E+04
0002780   1.7427E+06  9.7995E+04  1.1649E+04
0002781   1.7556E+06 -7.4828E+04  1.6013E+04
0002782   1.7755E+06 -4.2640E+04 -7.5864E+04
0002783   1.7546E+06  3.4667E+04  1.5516E+05
0002784   1.7190E+06 -1.1801E+04  6.8707E+04
0002785   1.7774E+06  7.2037E+02 -3.4335E+04
0002786   1.6867E+06 -1.0031E+04 -7.0695E+04
0002787   1.7495E+06  1.1418E+05 -2.1590E+04
0002788   1.7414E+06 -8.3370E+03 -1.2423E+04
0002789   1.7468E+06 -1.4782E+04 -6.5228E+04
0002790   1.6737E+06 -1.1375E+05  3.8015E+04
0002791   1.7157E+06  1.8843E+04  8.3547E+03
0002792   1.7974E+06  1.1410E+05  4.8601E+04
0002793   1.7533E+06  1.0397E+04 -7.9436E+04
0002794   1.7614E+06  2.4648E+04 -6.5622E+04
0002795   1.7260E+06 -1.1560E+05 -3.1921E+04
0002796   1.7419E+06 -1.0152E+04 -3.3437E+04
0002797   1.7454E+06  2.6669E+04  1.5303E+04
0002798   1.7490E+06  7.4700E+04  1.6424E+04
0002799   1.6933E+06  9.8297E+04  9.6970E+04
0002800   1.7115E+06 -2.6641E+04  6.1012E+04
0002801   1.7423E+06  4.5457E+01 -6.6785E+03
0002802   1.7175E+06 -4.5912E+04  1.4003E+05
0002803   1.7182E+06  3.0766E+04 -8.3030E+04
0002804   1.5945E+06 -9.7369E+04  4.1750E+05
0002805   1.6799E+06 -4.3903E+04 -1.1783E+05
0002806   1.7267E+06 -1.4656E+04 -6.2199E+04
0002807   1.7096E+06 -6.5012E+04 -1.5820E+04
0002808   1.7208E+06  1.4302E+04  2.4390E+04
0002809   1.7581E+06  9.5663E+03 -9.7503E+04
0002810   1.7488E+06 -3.3860E+04  9.4669E+04
0002811   1.7638E+06 -1.6061E+04 -1.4189E+04
0002812   1.7597E+06 -5.1291E+04 -2.1460E+04
0002813   1.7606E+06 -1.0365E+04 -2.9789E+04
0002814   1.7667E+06 -2.2270E+04 -2.1961E+04
0002815   1.7289E+06  7.8256E+04 -1.5280E+04
0002816   1.7340E+06  1.1773E+04  3.9453E+04
0002817   1.7312E+06 -4.1942E+04 -2.0021E+04
0002818   1.7216E+06  7.2513E+04 -7.0228E+03
0002819   1.7454E+06  2.9547E+04 -1.9167E+04
0002820   1.7435E+06 -2.4373E+04 -1.0788E+03
0002821   1.7103E+06 -3.1318E+04 -1.2197E+05
0002822   1.7466E+06 -6.4848E+04 -4.8090E+03
0002823   1.7723E+06  7.3452E+04  5.2342E+04
0002824   1.7319E+06  2.0934E+04  9.6123E+03
0002825   1.6708E+06  3.2547E+04  2.9632E+04
0002826   1.7559E+06  1.5597E+04  6.3058E+03
0002827   1.6742E+06  4.9907E+04 -9.3133E+03
0002828   1.7128E+06  4.0736E+04  5.3135E+03
0002829   1.7849E+06 -5.8014E+04 -5.5093E+03
0002830   1.7059E+06  1.1589E+04  4.2252E+04
0002831   1.6914E+06  2.5869E+05 -1.3314E+05
0002832   1.7493E+06  5.6439E+04 -6.9367E+04
0002833   1.6881E+06 -6.0629E+04 -3.7654E+04
0002834   1.7157E+06 -1.7419E+05 -9.6725E+04
0002835   1.7493E+06 -6.5659E+04 -1.2839E+03
0002836   1.6994E+06  9.2318E+03  1.9065E+04
0002837   1.6989E+06  3.8255E+04 -1.2968E+05
0002838   1.7512E+06  1.0438E+04  2.1062E+02
0002839   1.7798E+06  1.3483E+05  9.1870E+03
0002840   1.7392E+06 -7.8404E+04  3.2258E+04
0002841   1.7163E+06  1.6139E+05  6.7283E+04
0002842   1.7683E+06 -7.7070E+03  3.9852E+04
0002843   1.6982E+06  1.7387E+04 -8.1204E+04
0002844   1.7366E+06 -3.0813E+03 -4.5782E+04
0002845   1.7650E+06  1.5906E+04 -2.0632E+03
0002846   1.7225E+06  1.6295E+04 -5.5789E+03
0002847   1.7548E+06  4.5468E+04  2.5578E+04
0002848   1.7173E+06  8.6807E+04  1.3545E+04
0002849   1.7186E+06  6.4949E+04  9.7360E+03
0002850   1.7251E+06  1.5073E+04 -7.2792E+04
0002851   1.7431E+06  9.9814E+03 -4.8986E+04
0002852   1.7816E+06  4.9896E+04  3.5267E+04
0002853   1.7194E+06  2.1595E+05  8.6084E+03
0002854   1.7066E+06 -5.6998E+04 -4.2404E+04
0002855   1.7653E+06 -6.4495E+04  9.8791E+03
0002856   1.7570E+06 -3.5536E+04  2.1870E+04
0002857   1.7255E+06 -1.9879E+04  8.5204E+04
0002858   1.7339E+06  9.7867E+03 -1.6423E+04
0002859   1.7375E+06 -6.8000E+03 -1.7663E+04
0002860   1.7864E+06  5.9119E+04 -3.3914E+04
0002861   1.7086E+06 -3.6380E+04 -3.9287E+04
0002862   1.7317E+06 -1.7655E+03  1.8990E+04
0002863   1.7099E+06  4.5383E+04 -1.2430E+04
0002864   1.7309E+06 -5.3467E+04 -5.1716E+04
0002865   1.7377E+06  2.1612E+04  3.8047E+04
0002866   1.7488E+06 -3.8402E+04  4.6765E+04
0002867   1.7391E+06  5.1002E+04  1.8563E+04
0002868   1.8053E+06 -2.4328E+04 -1.3353E+04
0002869   1.7561E+06  2.0961E+04 -1.3053E+04
0002870   1.7506E+06  3.0564E+03  5.4074E+04
0002871   1.7327E+06  5.4619E+04 -1.7361E+04
0002872   1.7903E+06  3.2667E+04 -4.8125E+04
0002873   1.7309E+06 -1.9008E+04  1.3601E+04
0002874   1.7663E+06 -4.1834E+03  6.1456E+04
0002875   1.7471E+06 -4.1666E+04  1.2303E+03
0002876   1.7915E+06 -2.5007E+04 -2.2335E+04
0002877   1.7134E+06 -7.4947E+04 -6.3528E+04
0002878   1.7480E+06  1.6810E+04  5.7892E+04
0002879   1.7621E+06 -8.3238E+04  4.4420E+04
0002880   1.7726E+06  4.0034E+03 -3.4038E+03
0002881   1.7129E+06 -6.7831E+03  4.8579E+04
0002882   1.6929E+06 -3.4831E+04  1.3662E+05
0002883   1.7665E+06  1.0099E+04  1.0166E+05
0002884   1.7449E+06  2.2306E+04 -4.9192E+04
0002885   1.7142E+06 -4.8774E+04  5.7121E+04
0002886   1.6870E+06  2.8833E+04 -3.6220E+04
0002887   1.7714E+06 -3.4695E+04  1.3348E+04
0002888   1.7414E+06  2.0671E+03 -4.7800E+04
0002889   1.7062E+06 -8.4105E+03 -4.0571E+04
0002890   1.6723E+06  6.2663E+04  5.0114E+04
0002891   1.7674E+06 -7.7651E+03  1.0625E+05
0002892   1.7134E+06  1.2699E+05 -4.1016E+04
0002893   1.6898E+06 -5.6298E+04 -2.3954E+05
0002894   1.7297E+06  8.4325E+04 -2.5216E+04
0002895   1.7781E+06  7.0402E+03  3.1820E+04
0002896   1.7897E+06 -3.7848E+04 -3.5475E+04
0002897   1.7943E+06 -5.9662E+04  6.7063E+04
0002898   1.7318E+06  2.2105E+04  7.8617E+03
0002899   1.7367E+06 -6.4456E+04  2.9788E+04
0002900   1.7335E+06 -1.7470E+05 -2.8826E+03
0002901   1.7398E+06  1.8905E+04  2.3978E+04
0002902   1.7150E+06  4.3189E+04  5.1302E+03
0002903   1.6956E+06  4.1246E+04 -9.8188E+02
0002904   1.7558E+06  3.2677E+04 -2.6404E+04
0002905   1.7565E+06  1.8442E+04 -4.4387E+03
0002906   1.7118E+06 -1.0234E+05 -8.4418E+04
0002907   1.7443E+06 -1.6856E+03 -1.2960E+05
0002908   1.7553E+06  4.1299E+04  7.2702E+04
0002909   1.7204E+06 -4.2871E+04  1.6736E+04
0002910   1.7357E+06 -8.0064E+04 -5.9344E+04
0002911   1.7275E+06  2.2180E+04 -3.9248E+04
0002912   1.6993E+06  3.3501E+04  2.1639E+05
0002913   1.7174E+06 -1.2130E+05  9.2285E+04
0002914   1.7223E+06  1.0048E+04 -6.7376E+04
0002915   1.6989E+06 -3.0100E+04  1.7095E+04
0002916   1.7138E+06  3.2275E+03  2.6009E+03
0002917   1.7475E+06 -2.0051E+03  7.2873E+03
0002918   1.7400E+06  1.6393E+05 -7.8086E+04
0002919   1.7057E+06  2.6600E+04  5.2618E+04
0002920   1.7818E+06 -5.5651E+04 -1.3291E+03
0002921   1.7202E+06  2.0107E+04  5.7657E+04
0002922   1.7115E+06 -3.3444E+04 -1.7984E+05
0002923   1.7431E+06  3.2598E+04 -6.0640E+03
0002924   1.7504E+06 -8.2501E+04  7.6896E+04
0002925   1.7145E+06 -3.1669E+04  3.2368E+04
0002926   1.7635E+06 -5.5877E+04 -6.1427E+04
0002927   1.7393E+06  5.4049E+03  2.7811E+04
0002928   1.7726E+06  1.1992E+05 -4.0936E+04
0002929   1.7733E+06 -5.0097E+03 -6.9832E+03
0002930   1.7314E+06  4.0979E+04  3.8830E+04
0002931   1.6801E+06  7.4928E+04  3.0413E+04
0002932   1.7245E+06  2.5627E+04 -7.0079E+04
0002933   1.7230E+06 -5.4743E+04 -3.9170E+04
0002934   1.7378E+06 -2.0359E+04  3.2560E+04
0002935   1.7391E+06  3.9175E+04  7.9881E+03
0002936   1.7544E+06  5.9760E+04 -2.6364E+04
0002937   1.7347E+06 -5.3657E+04 -4.9745E+04
0002938   1.7636E+06 -9.3035E+04  1.6791E+04
0002939   1.7876E+06  4.7380E+04  8.1242E+03
0002940   1.7754E+06 -9.5159E+04 -5.7503E+04
0002941   1.7532E+06 -2.3668E+04  7.9873E+04
0002942   1.7159E+06 -1.8171E+04 -8.2776E+03
0002943   1.7691E+06 -5.0268E+04  9.5471E+03
0002944   1.7057E+06  3.6931E+04  2.0505E+03
0002945   1.6805E+06  6.6730E+04 -3.9735E+04
0002946   1.7212E+06  8.5195E+04 -4.4914E+03
0002947   1.7331E+06 -1.7738E+04 -2.9327E+04
0002948   1.6986E+06 -2.3711E+05  6.1406E+04
0002949   1.7301E+06  1.5641E+04 -6.6046E+04
0002950   1.7459E+06 -1.8791E+04 -4.0356E+04
0002951   1.7500E+06 -3.8077E+04 -5.2490E+04
0002952   1.7462E+06  4.5931E+04 -3.1088E+04
0002953   1.7148E+06  1.8802E+03 -1.0962E+05
0002954   1.7406E+06  2.8181E+04 -7.8653E+03
0002955   1.7295E+06  6.3080E+04  9.3371E+04
0002956   1.7724E+06  2.8298E+04 -4.7735E+04
0002957   1.6980E+06 -2.6547E+05 -1.2803E+04
0002958   1.6840E+06 -3.2630E+04 -4.3111E+04
0002959   1.7153E+06 -1.3202E+05 -3.9584E+04
0002960   1.7043E+06  8.3179E+04  1.9223E+05
0002961   1.7245E+06 -5.0483E+03 -1.4600E+04
0002962   1.7666E+06 -2.5999E+04  1.3432E+05
0002963   1.7667E+06  6.7759E+04 -1.4593E+05
0002964   1.6970E+06 -2.5343E+04 -4.6383E+03
0002965   1.7075E+06 -2.1940E+03  1.8818E+04
0002966   1.7600E+06 -6.9546E+04 -1.7026E+04
0002967   1.7654E+06 -5.5930E+03 -2.4234E+04
0002968   1.6872E+06 -2.3632E+03 -5.9336E+04
0002969   1.7371E+06  6.1323E+04 -2.5910E+03
0002970   1.7110E+06 -1.0423E+05 -1.4293E+05
0002971   1.6855E+06 -4.0142E+04 -3.9548E+04
0002972   1.7464E+06  4.7731E+04 -3.0871E+04
0002973   1.7568E+06 -1.1108E+04 -1.4218E+03
0002974   1.7323E+06  1.2398E+05 -4.3853E+04
0002975   1.7360E+06  3.8035E+04  5.8162E+03
0002976   1.7091E+06 -7.0747E+04  6.1222E+04
0002977   1.7571E+06 -1.2941E+05 -6.7149E+04
0002978   1.7541E+06  8.4088E+04 -1.1043E+05
0002979   1.8018E+06  6.0327E+03 -3.6956E+04
0002980   1.7684E+06 -8.6361E+04 -1.1435E+05
0002981   1.7309E+06  9.0956E+03  8.8631E+04
0002982   1.7290E+06 -6.4185E+03  1.7089E+05
0002983   1.7447E+06  4.1889E+03 -1.7638E+04
0002984   1.7780E+06  1.3164E+04 -2.5545E+04
0002985   1.7618E+06 -9.3285E+04  9.3237E+03
0002986   1.7863E+06 -1.8333E+05  4.4403E+04
0002987   1.7508E+06  1.9377E+02  1.7077E+04
0002988   1.7474E+06 -1.0042E+04 -7.1893E+04
0002989   1.6730E+06  1.6923E+05  1.3540E+05
0002990   1.7001E+06 -7.7191E+04 -4.6539E+04
0002991   1.7466E+06 -6.8988E+03 -6.3617E+04
0002992   1.7394E+06 -6.6185E+04 -8.8996E+04
0002993   1.7033E+06  3.5392E+03 -1.3303E+05
0002994   1.7641E+06  8.7598E+04  4.3900E+04
0002995   1.7375E+06 -1.0062E+05  8.2133E+04
0002996   1.7416E+06  1.5281E+03  2.3130E+04
0002997   1.7721E+06 -2.9616E+04  2.8099E+04
0002998   1.7561E+06 -5.1754E+03 -2.8020E+04
0002999   1.7610E+06  2.6210E+04 -3.3288E+04
0003000   1.7729E+06 -3.8963E+04 -1.4546E+04
0003001   1.6804E+06  6.1624E+03  5.4209E+04
0003002   1.6097E+06 -2.5483E+05 -4.5038E+05
0003003   1.7427E+06 -4.3847E+04 -5.6852E+04
0003004   1.7438E+06  2.1111E+04  3.3329E+04
0003005   1.7520E+06  1.1430E+04  4.1696E+04
0003006   1.7444E+06  9.8283E+03 -7.0530E+04
0003007   1.7082E+06 -6.2374E+04  8.4088E+04
0003008   1.7414E+06  6.6533E+04 -5.9159E+04
0003009   1.6960E+06  6.3187E+04 -4.2975E+04
0003010   1.7417E+06  1.0617E+05  5.6714E+04
0003011   1.7217E+06  7.8334E+04 -6.4994E+03
0003012   1.7739E+06  6.5532E+04  2.0587E+04
0003013   1.7360E+06  1.4249E+04 -4.6735E+04
0003014   1.6914E+06 -3.2386E+03 -4.1599E+04
0003015   1.7500E+06 -1.3951E+04 -5.3422E+03
0003016   1.7512E+06 -1.1895E+04 -1.2957E+04
0003017   1.6221E+06 -2.8837E+05  1.7581E+04
0003018   1.7280E+06  4.3384E+04 -5.0127E+04
0003019   1.8040E+06  7.2293E+04 -6.4823E+04
0003020   1.7043E+06  3.4865E+04 -3.0984E+04
0003021   1.5446E+06 -6.2611E+05  1.0860E+05
0003022   1.7621E+06 -2.4576E+04  5.5583E+04
0003023   1.7512E+06  7.2314E+03  3.4952E+04
0003024   1.7527E+06  5.3116E+04  2.7596E+04
0003025   1.7663E+06  5.2366E+04 -6.9736E+04
0003026   1.7258E+06  4.0240E+03  1.3627E+04
0003027   1.7427E+06  5.5292E+04  4.2593E+04
0003028   1.7067E+06 -1.1812E+05  1.1013E+05
